class,text,Label,text_clean
Camera, I bought this camera in June of 2000 and have used it constantly since then without any problems  I traveled a lot this summer and the small size was convenient  I took photography fall term this year and used this camera and got photo quality results for 8x10 prints with the resolution of the camera  People would pass by and see my picture next to one someone had done in the darkroom and not even realize the difference  I have fooled around with or used most of the features which I ll now go through When the camera is turned on the lens cover opens and the lens comes out  The circular display reads hello  It will then show the battery life and show the mode  amount of pictures left  flash settings  and zoom  The mode can be changed by rotating a circular knob on top  The modes are setup  video  continuous shooting  manual  auto  portrait  landscape  and night photography  Auto mode is great for beginners  All they would have to do is zoom in or out and decide whether a flash was necessary the camera has a pop up flash  They can take it with or without the LCD screen  In manual mode the white balance  exposure  flash  and sensitivity can be adjusted  Portrait  landscape  and night photography modes are self explanatory  Most of the time I usually leave it on manual for portraits or landscapes and it has worked fine but I always kick myself for not have changing the mode  I ve used night photo mode for my night photo assignment and it worked well  Since the shutter is open for longer you ll need to use a tripod to make the image sharp  For some of my pictures I purposely moved the camera to create streaks of light and it worked just like a manual camera would have  Another plus is the macro lens which also came in handy for one of my assignments  The assignment was nature abstracted and we had to shoot from odd perspectives  With the macro lens I was able to really zoom in on things and see textures  I was really surprised by the video  I ve only used it for videos ranging from 2 15 seconds but they have been pretty sharp and have had surprisingly good sound  Playback  Playing back pictures is done by flicking a switch  You can go through pictures  play videos  view a slideshow  delete pictures  protect files  and resize image resolution  It s all pretty easy and the slide show has a variety of transitions which I thought was cool  The only con of this camera is using the LCD screen drains the battery much quicker which is pretty much inevitable no matter what camera you buy  The solution  Carry extra batteries  It comes with 2 NiMH batteries but I recommend buying extra sets  I have a rotation of 3 sets of batteries which works well for my usage  In a bind you can use 2 AA batteries but they won t last very long  Another thing is that to my knowledge  Fuji doesn t make a carrying case for this camera  I just went to my local photo store and found a case that was a perfect fit made by the brand Tamrac  Until I found that  I just used a soft cotton drawstring sack from an airline that once held toothpaste etc  I d recommend having a case or some kind of protection  I ve also heard some people complain that the buttons were too small but I personally thought they were fine In conclusion I think this camera was one of the best investments I ve made and I definitely recommend it to anyone looking for a digital camera that s compact and or high res under  1000  I hope I covered everything and please feel free to email me about any further questions   ashie3 inorbit com   ,1,bought camera june 2000 used constantly problems traveled lot summer small size convenient took photography fall term year used camera got photo quality results 8x10 prints resolution camera people pass picture darkroom realize difference fooled used features ll camera turned lens cover opens lens comes circular display reads hello battery life mode pictures left flash settings zoom mode changed rotating circular knob modes setup video continuous shooting manual auto portrait landscape night photography auto mode great beginners zoom decide flash necessary camera pop flash lcd screen manual mode white balance exposure flash sensitivity adjusted portrait landscape night photography modes self explanatory time usually leave manual portraits landscapes worked fine kick changing mode ve used night photo mode night photo assignment worked shutter open longer ll need use tripod make image sharp pictures purposely moved camera create streaks light worked just like manual camera plus macro lens came handy assignments assignment nature abstracted shoot odd perspectives macro lens able really zoom things textures really surprised video ve used videos ranging 15 seconds pretty sharp surprisingly good sound playback playing pictures flicking switch pictures play videos view slideshow delete pictures protect files resize image resolution pretty easy slide variety transitions thought cool camera using lcd screen drains battery quicker pretty inevitable matter camera buy solution carry extra batteries comes nimh batteries recommend buying extra sets rotation sets batteries works usage bind use aa batteries won long thing knowledge fuji doesn make carrying case camera just went local photo store case perfect fit brand tamrac just used soft cotton drawstring sack airline held toothpaste recommend having case kind protection ve heard people complain buttons small personally thought fine conclusion think camera best investments ve definitely recommend looking digital camera compact high res 1000 hope covered feel free email questions ashie3 inorbit com
Camera, Design Very compact  easy to use and good looking camera Picture Quality Outdoor  Excellent in all weather conditions  sunny  cloudy   Indoor  Very good  if reminding the flash range 1 5m 2 5m Flash The flash range is very limited  1 5m 2 5m  If your subject is out of this range  this will cause over  or under exposure When using the flash  you have to keep your fingers on the grip  Holding a finger somewhere between the grip and the lens will cause reflections towards the lens  resulting in hazy images Storage The internal memory stores 6 to 30 images  depending on the resolution The camera has a Compact Flash Slot  so you can expand the memory as you prefer WebCam Very good quality Very handy with the included camera mount Pricing Very affordable camera  ,1,design compact easy use good looking camera picture quality outdoor excellent weather conditions sunny cloudy indoor good reminding flash range 5m 5m flash flash range limited 5m 5m subject range cause exposure using flash fingers grip holding finger grip lens cause reflections lens resulting hazy images storage internal memory stores 30 images depending resolution camera compact flash slot expand memory prefer webcam good quality handy included camera mount pricing affordable camera
Camera, I just purchased My Dimage 5 a couple days ago  and I have to say I m Impressed  First off  the salesmen at best buy  and Wolf camera both shook their heads and said that it ate batteries so fast that they absolutely couldn t recommend it  Well  I m happy to say that alkalines are shot in under 10 minutes  but Rechargable nickel Metal Hydride batteries lasted me for over 1 1 2 hours of constant usage before dying  I popped off over 100 photos  30 of which I used a flash for  Not bad considering  I bought three sets of batteries and a charger at best buy for  60 00  that should buy me about 4 hours of constant usage  I m not trying to focus just on the batteries  but I know that was my main concern  and I haven t read much real world feedback on that subject yet  My conclusion  Battery situation is not as bad as it sounds Next  It took me a good 2 hours to finally take a good picture  I know nothing about SLR cameras  so I had to take a crash course off the web in aperature setting  exposure value  and ISO setting etc  The auto mode takes decent pictures  but the auto focus is a tad slow  if you use the flex focus feature though  focusing is a breeze  There are alot of tweakable features for the real camera buff  I m not going to pretend to be an expert  but I took a picture in near darkness  and it looked great  I took several others  and they all ended up looking pretty stellar  I m amazed at the quality of the macro shots  They are absolutely beautiful  The 7X optical zoom is phenomenal  That was the clincher for me  I love having all of that play  a 2x zoom just doesn t cut it for me  It s a solid camera  it doesn t get as hot as everyone reports  in fact  I find it hard to tell if it s warm from the batteries  or because it s warming up from my hand  The picture quality is far superior to my cybershot 3 2 megapixel by sony  I printed out a photo of about 20x16 at full res on the map printer at work  beautiful  photos printed on my HP deskjet on Kodak photo paper were mouth watering  I ve been using a Canon powershot  and a sony cybershot for the last year  This camera is in a whole different class  If you ve got the time to learn a little about basic photography  you too can be taking artsy fartsy shots like me in only a few days I highly recommend this camera  This is from not a photography expert  but from an average joe who s starting at square one  Any specific questions  e mail me   steve steve lynch com ,1,just purchased dimage couple days ago say impressed salesmen best buy wolf camera shook heads said ate batteries fast absolutely couldn recommend happy say alkalines shot 10 minutes rechargable nickel metal hydride batteries lasted hours constant usage dying popped 100 photos 30 used flash bad considering bought sets batteries charger best buy 60 00 buy hours constant usage trying focus just batteries know main concern haven read real world feedback subject conclusion battery situation bad sounds took good hours finally good picture know slr cameras crash course web aperature setting exposure value iso setting auto mode takes decent pictures auto focus tad slow use flex focus feature focusing breeze alot tweakable features real camera buff going pretend expert took picture near darkness looked great took ended looking pretty stellar amazed quality macro shots absolutely beautiful 7x optical zoom phenomenal clincher love having play 2x zoom just doesn cut solid camera doesn hot reports fact hard tell warm batteries warming hand picture quality far superior cybershot megapixel sony printed photo 20x16 res map printer work beautiful photos printed hp deskjet kodak photo paper mouth watering ve using canon powershot sony cybershot year camera different class ve got time learn little basic photography taking artsy fartsy shots like days highly recommend camera photography expert average joe starting square specific questions mail steve steve lynch com
Camera, I got the PDR M5 as a Christmas gift from my husband  I had wanted a digital camera for my birthday in October  but we just couldn t decide on which one to get when we were shopping for one  He went out shopping by himself after that and talked to many people  finally deciding on this camera  I think if you are in the market for a digital camera  it is definitely worth your money to get as many pixels as possible  The lower end cameras are just not worth it  This camera has many great features  I love the pop up flash  the zoom  wide angle  macro  etc  It takes pictures that are very sharp  The first pictures that I emailed to a group of friends came back with many comments about how clear the picture was  and comments such as WOW I wish my camera took pictures like that I also like the fact that you can take shots in different resolutions  depending on how high a quality you need the picture to be  and also how many pictures you need to fit on your media card  The camera tells you how many pictures you can still fit on the card  at each of the resolutions It s very easy to get the pictures to your computer  Just install the software that comes with the camera  and hook up by USB or Serial Port to download them Another GREAT feature is that it comes with a video out jack and cord that you can plug right into your tv to see the pictures  We have a 61 quot  big screen tv  and when putting the pictures on the tv  we expected to loose some of the sharpness  blowing them up so big  but they were amazingly clear  sharp  and clean  One way I think we ll use this feature is to keep all of our vacation pictures on a separate media card  and look at them as a slide show on the tv  This camera will also take video clips  but does not record sound as other cameras do  You can add sound later if you download them using the software  and recording an audio clip through your computer to go with the picture Even though we ve had this camera only a short time  I know already it was a good choice  When using it at the family Christmas gatherings  I could tell everyone was pretty impressed with it Another great use for a digital camera is if you sell items on ebay or other auction sites  Taking a picture with a digital camera  downloading it into your computer  and then deleting it off the media card  saves LOTS of money compared to buying film  developing film  having to scan the photos  and then throwing them away after the item sells  That is a waste of money I plan to do a lot more selling on ebay now that I have a digital camera br br  ,1,got pdr m5 christmas gift husband wanted digital camera birthday october just couldn decide shopping went shopping talked people finally deciding camera think market digital camera definitely worth money pixels possible lower end cameras just worth camera great features love pop flash zoom wide angle macro takes pictures sharp pictures emailed group friends came comments clear picture comments wow wish camera took pictures like like fact shots different resolutions depending high quality need picture pictures need fit media card camera tells pictures fit card resolutions easy pictures computer just install software comes camera hook usb serial port download great feature comes video jack cord plug right tv pictures 61 quot big screen tv putting pictures tv expected loose sharpness blowing big amazingly clear sharp clean way think ll use feature vacation pictures separate media card look slide tv camera video clips does record sound cameras add sound later download using software recording audio clip computer picture ve camera short time know good choice using family christmas gatherings tell pretty impressed great use digital camera sell items ebay auction sites taking picture digital camera downloading computer deleting media card saves lots money compared buying film developing film having scan photos throwing away item sells waste money plan lot selling ebay digital camera br br
Auto, I found the deal of the century two years ago  when I bought my red 94 Turbo with only 12000 miles on it  I have since driven form Minnesota to Arizona three times  What a car  It is extremely fast  but also very roomy and comfortable  The sport roof is a must  especially in warm climates like sunny Arizona  There are few things not to love about this car  How many cars are there out there that can go 0 60 in five seconds under forty grand  No matter where I drive  even on ritzy Rodeo Drive last summer  I was getting looks  It is a very flashy car with that huge spoiler  for a young single guy like myself it is perfect  There is no room in the back except for maybe a couple of kids  Driving the Supra is much easier than many people think the six speed is easy to shift  with very short throws  It makes accelerating fun at every stoplight  The handling is very tight and the turning radius short  even shorter if you kick out the back end  Maybe the only bad thing  is driving in bad weather  As in any powerful sports car care must be given when shifting on wet roads  I have had some scary experiences  Overall it is the best car ever produced by Toyota in my book  and since there are no more in production  you better get your hands on one now if you can br br  ,0,deal century years ago bought red 94 turbo 12000 miles driven form minnesota arizona times car extremely fast roomy comfortable sport roof especially warm climates like sunny arizona things love car cars 60 seconds grand matter drive ritzy rodeo drive summer getting looks flashy car huge spoiler young single guy like perfect room maybe couple kids driving supra easier people think speed easy shift short throws makes accelerating fun stoplight handling tight turning radius short shorter kick end maybe bad thing driving bad weather powerful sports car care given shifting wet roads scary experiences overall best car produced toyota book production better hands br br
Camera, Minolta DiMAGE 7Hi is in a digital SLR with 5 megapixel 2 3  CCD sensor class  currently also populated by Nikon s Coolpix 5700  Sony s DSC F717  and Minolta s own DiMAGE 7i  Besides the high pixel count  these cameras  larger  better sensors and lenses  compared to 1 1 8  format and smaller digicams  result in better tonality  sharper images These days  it seems that digital cameras become obsolete the moment they are manufactured  Minolta DiMAGE 7Hi comes barely 6 months after the introduction of its similar looking sibling  the 7i What compelled Minolta to release an upgrade this soon  What makes the 7Hi stand out  Should you choose it or another camera in its class Minolta  one of the  big three  camera makers  besides Canon and Nikon  and the second most profitable one of the three  is the only one of the bunch that s been for a while without a digital 35mm format SLR body that would work with their lenses  Therefore  it appears  they feel the extra pressure to deliver viable  performance and cost wise  digital photography options to those of Minolta users who are advanced photographers This is very evident in 7Hi  It feels and works like a real photographic camera that happens to be a digital camera  as opposed to a digital age gadget that takes pictures that so many digital cameras are  Its performance  shutter lag  delay between you pressing the button and the camera taking the picture  frames per second speed and count for continuous shooting  time to ready after the shot  image retrieval  and focusing speed  are all at the top of its class   state of the art  7Hi s focusing system is fast and features an option for you to have the camera focus on any point in the frame   Things mentioned so far in this paragraph are all improvements on top of Minolta s own DiMAGE 7i s already impressive performance 7Hi s zoom control is a well dampened and smoothly operating ring that s mechanically linked to optical elements  allowing a very fast  precise  and tactile control of the focal length  By contrast  competitors in its class only offer a  zoom by wire   electronically emulated zoom ring  or  worse  T W zoom buttons  i e  camcorder style zoom controls  7Hi s high legibility display shows image histogram  distribution chart of light and dark parts in the image  in recording and playback modes  allowing you to monitor and optimize exposure  Its lens covers a span from the highly useful  relatively wide in 35mm film camera terms 28mm to the telephoto 200mm  with very little distortion throughout the range   Sony DSC F717 s lens only opens up to 38mm or so at the widest Overall the camera has a solid  quality feel  It comes from the shape and surface of the grip  and from how the various dials and controls operate  I ve played with the Minolta 7i and the Nikon 5700 at the store when I was picking the 7Hi  and to me  the 7Hi as a camera had the best feel of the three overall The camera works with Minolta s impressive flash system  including the powerful 5600HS  that even works wirelessly while preserving TTL   through the lens exposure metering  two excellent macro flashes  great for flowers   other close ups  and a cheaper and less powerful midrange flash  There s also a PC sync socket to trigger studio   generic flashes  no TTL with those though  but with a digicam  you do see the results right away  There are other features that are too numerous to mention here  that may come useful to some photographers Now that you know what s great about this camera  here s what isn t  There is some grain like noise evident in the images  This is especially visible when photographing smooth flat areas of a given color in subdued light  particularly if that color is blue  This is a typical and fundamental problem for all digicams  and I would say is not far out of line with the other prosumer 5MP SLR competition  but I wish 7Hi were the best in this regard as well  No video capture mode in the true sense of the word  I know it s a gimmick  but I like the idea of having a video mode on a digicam  even if it s a 320 x 240 pixels x 15fps for a few seconds  This camera s CPU speed and buffer size would with little doubt allow for at least 320 x 240 x 30fps or 640 x 480 x 15fps  both highly useful for the web streaming media  It s a shame that Minolta did not include this capability  they did provide 7fps capture at an even higher resolution  The capacity of the supplied CompactFlash card is pathetic  The camera battery performance  using the excellent NiMh batteries supplied with the product  is average by today s standards  I am typically getting around 200 shots per charge with my typical flash and AF use  and maybe 250 if no flash is used and no extensive focus   refocus   try again AF activity takes place  Fortunately  7Hi uses  4  AA s  so it is easy to get cost effective extra batteries  such as the ones recommended below  I wish they made the camera USB 2 0 enabled  It s USB1 1 only  like most other digicams Recommended accessories  Maha MH C401FS 100 min NiCd NiMh individual 4 cell charger  Maha 1800mAh NiMh batteries  2 or 3 sets ideal  Lexar 512MB 24X CompactFlash card  more than 1 ideally  Minolta AC Adapter AC 1L  for powering directly off wall outlet  Minolta or Hoya or B W multi coated clear UV protector filter  49mm  Minolta 5600HS flash  LowePro bag to hold it all  Lexar FireWire  if you have it  or USB CF card reader Good shooting  ,1,minolta dimage 7hi digital slr megapixel ccd sensor class currently populated nikon coolpix 5700 sony dsc f717 minolta dimage 7i high pixel count cameras larger better sensors lenses compared format smaller digicams result better tonality sharper images days digital cameras obsolete moment manufactured minolta dimage 7hi comes barely months introduction similar looking sibling 7i compelled minolta release upgrade soon makes 7hi stand choose camera class minolta big camera makers canon nikon second profitable bunch digital 35mm format slr body work lenses appears feel extra pressure deliver viable performance cost wise digital photography options minolta users advanced photographers evident 7hi feels works like real photographic camera happens digital camera opposed digital age gadget takes pictures digital cameras performance shutter lag delay pressing button camera taking picture frames second speed count continuous shooting time ready shot image retrieval focusing speed class state art 7hi focusing fast features option camera focus point frame things mentioned far paragraph improvements minolta dimage 7i impressive performance 7hi zoom control dampened smoothly operating ring mechanically linked optical elements allowing fast precise tactile control focal length contrast competitors class offer zoom wire electronically emulated zoom ring worse zoom buttons camcorder style zoom controls 7hi high legibility display shows image histogram distribution chart light dark parts image recording playback modes allowing monitor optimize exposure lens covers span highly useful relatively wide 35mm film camera terms 28mm telephoto 200mm little distortion range sony dsc f717 lens opens 38mm widest overall camera solid quality feel comes shape surface grip various dials controls operate ve played minolta 7i nikon 5700 store picking 7hi 7hi camera best feel overall camera works minolta impressive flash including powerful 5600hs works wirelessly preserving ttl lens exposure metering excellent macro flashes great flowers close ups cheaper powerful midrange flash pc sync socket trigger studio generic flashes ttl digicam results right away features numerous mention come useful photographers know great camera isn grain like noise evident images especially visible photographing smooth flat areas given color subdued light particularly color blue typical fundamental problem digicams say far line prosumer 5mp slr competition wish 7hi best regard video capture mode true sense word know gimmick like idea having video mode digicam 320 240 pixels 15fps seconds camera cpu speed buffer size little doubt allow 320 240 30fps 640 480 15fps highly useful web streaming media shame minolta did include capability did provide 7fps capture higher resolution capacity supplied compactflash card pathetic camera battery performance using excellent nimh batteries supplied product average today standards typically getting 200 shots charge typical flash af use maybe 250 flash used extensive focus refocus try af activity takes place fortunately 7hi uses aa easy cost effective extra batteries ones recommended wish camera usb enabled usb1 like digicams recommended accessories maha mh c401fs 100 min nicd nimh individual cell charger maha 1800mah nimh batteries sets ideal lexar 512mb 24x compactflash card ideally minolta ac adapter ac 1l powering directly wall outlet minolta hoya multi coated clear uv protector filter 49mm minolta 5600hs flash lowepro bag hold lexar firewire usb cf card reader good shooting
Camera, Here is my update I promised you  referring to my initial review titled  First Impression Wow  While reading this review keep in mind my saga with digital cameras  which started around Christmas time  Here is a quick refresher  With a new baby in the family I thought it would be nice to get mom a digital camera for Christmas  Not knowing much about digital cameras I spent 2 weeks going from store to store getting sales reps  opinions on cameras  The first camera I settled on was the 2 3 mega pixel Toshiba PDR M60  see my review on the Toshiba PDR M60  The Toshiba took excellent pictures but the camera casing felt cheap  Basically giving you the  I m gonna break when the warranty is up feeling  The Toshiba also used AA batteries which when taking pictures on high resolution lasts about 50 60 pics  even less with the screen on  I then traded the Toshiba in for a 1 3 mega pixel Sony DSC S30  The S30 came with a rechargeable battery and had a durable case  Overall I liked the S30 but the pictures  especially in doors and in low light  were not as crisps and clear as the Toshiba  In hopes of gaining better picture quality  plus the ability to take minute long videos  I returned the S30 and ordered the S50 from an online retailer  but that is another story all together  After my first weekend with the S50 I was impressed and left my first review titles  First Impression Wow  This is an update on that review The Sony DSC S50 is a great all around camera  Keep in mind the Toshiba and the Sony DSC S30 both cost  400  However the DSC S50 costs around  600  As far as durability and features you can not go wrong with the Sony  The rechargeable battery is the best  It really does last  I have taken almost 200 pics and 15 videos and still have 100 minutes of battery life left  The battery even recharges while still in the camera  While others have complained about Sony s flip screen monitor and the lack of a viewfinder  claiming that in bright conditions the screen is hard to see  I have not run into this yet and we have had some really sunny days in Florida  I also like how the buttons on the back of the camera are laid out  They allow for easy access while taking pictures or videos  The camera comes with plenty of features  too many to list  However the ability to record 1 minute long videos is great  While they are not the best quality they are perfect for email  Grandma cried when she saw her granddaughter eat cereal for the first time in a video I was able to send within minutes of the actual event  I do have one low point to the camera  We buy cameras to take pictures and the Sony S50 takes good pictures  However they are not excellent  If only the Sony S50 had the optics the Toshiba PDR M60 has  The S50 takes the same quality image as the S30  Simply put if you are looking for excellent quality images with clear resolution and bright vivid colors SAVE  200 and buy the Toshiba PDR M60  If the Toshiba had a better case or a rechargeable battery I would still own it  However is you are a gadget person who loves toys the DSC S50 is the camera for you  ,1,update promised referring initial review titled impression wow reading review mind saga digital cameras started christmas time quick refresher new baby family thought nice mom digital camera christmas knowing digital cameras spent weeks going store store getting sales reps opinions cameras camera settled mega pixel toshiba pdr m60 review toshiba pdr m60 toshiba took excellent pictures camera casing felt cheap basically giving gonna break warranty feeling toshiba used aa batteries taking pictures high resolution lasts 50 60 pics screen traded toshiba mega pixel sony dsc s30 s30 came rechargeable battery durable case overall liked s30 pictures especially doors low light crisps clear toshiba hopes gaining better picture quality plus ability minute long videos returned s30 ordered s50 online retailer story weekend s50 impressed left review titles impression wow update review sony dsc s50 great camera mind toshiba sony dsc s30 cost 400 dsc s50 costs 600 far durability features wrong sony rechargeable battery best really does taken 200 pics 15 videos 100 minutes battery life left battery recharges camera complained sony flip screen monitor lack viewfinder claiming bright conditions screen hard run really sunny days florida like buttons camera laid allow easy access taking pictures videos camera comes plenty features list ability record minute long videos great best quality perfect email grandma cried saw granddaughter eat cereal time video able send minutes actual event low point camera buy cameras pictures sony s50 takes good pictures excellent sony s50 optics toshiba pdr m60 s50 takes quality image s30 simply looking excellent quality images clear resolution bright vivid colors save 200 buy toshiba pdr m60 toshiba better case rechargeable battery gadget person loves toys dsc s50 camera
Auto, I bought a 1997 plymouth neon new in 1998 right after i graduated from nursing school  I had a 1994 ford escort that i loved  It wasnt too pretty but was tough  I love my little black neon more than that tank of a car escort I had  It has never given me any problems  great on gas mileage and had pretty good pick up  The only thing I would say that I do not care for is the windows  They are sometimes hard to roll down and they dont have a frame so they are noisier than most  The stock stereo is nice with a great sound for the price  Over all I am very pleased with my little neon  especially with the deal I got on it  For a cheaper car it is truly a steal br br  ,0,bought 1997 plymouth neon new 1998 right graduated nursing school 1994 ford escort loved wasnt pretty tough love little black neon tank car escort given problems great gas mileage pretty good pick thing say care windows hard roll dont frame noisier stock stereo nice great sound price pleased little neon especially deal got cheaper car truly steal br br
Camera, When you power the camera up  it takes about 3 seconds to warm up before it s ready to shoot  Once it s ready  you push the shutter down halfway to lock the autofocus and then depress the shutter fully  Now you have a pic  You can review it on the LCD if you want any where from 2 to 10 seconds  The LCD screen measures 1 5 inches and fairly clear and easy to see but it would have been nice to control the brightness Next move inside to take some flash pictures  Here you ll use the autofocus illuminator to help the camera focus in low light  There s a small orange light on the front of the camera under the flash  when you focus  it comes on to make it easier for the camera to focus  This eliminates the long focus times that some other camera have in these situations if they can even focus at all  Also inside  you ll appreciate the fact that Canon put a decent flash on this little guy  It has a working distance of about 13 feet at the wide angle setting Picture Quality is very good  Pictures come out sharp with accurate color tones  I do get red eye sometimes in indoor shots but  not always and  not to the point that I would consider unacceptable  Software  etc Canon supplies you with two software applications  One their own and the other is ArcSoft s  Both applications are good for basic image editing but  if you want something more you ll likely use Photoshop Downloading photo s is pretty straight forward once the software is installed  Hook up the computer with the supplied cable to a USB port  flip the mode switch  turn it on  and your computer  PC  will either open the appropriate program or  you ll have to  Once the program is open  pick the images you want and  hit File  Transfer  That s about it  You can also view images  and movies on a TV with the supplied cable The only other things in the box  aside from the manual  are a 16MB Compact Flash card and  4 AA batteries  In the highest resolution  you ll get 8 pictures on this card so  you ll probably want to also purchase a 12x 256mb Lexar online for  50  The 4AA batteries will last about 100 pics so  consider purchasing  30 Rayovac 15min rechargeables also  The batteries and the CF card will set you back about another  80 but  you ll thank yourself later  I would recommend these for anyone purchasing a digital camera  ,1,power camera takes seconds warm ready shoot ready push shutter halfway lock autofocus depress shutter fully pic review lcd want 10 seconds lcd screen measures inches fairly clear easy nice control brightness inside flash pictures ll use autofocus illuminator help camera focus low light small orange light camera flash focus comes make easier camera focus eliminates long focus times camera situations focus inside ll appreciate fact canon decent flash little guy working distance 13 feet wide angle setting picture quality good pictures come sharp accurate color tones red eye indoor shots point consider unacceptable software canon supplies software applications arcsoft applications good basic image editing want ll likely use photoshop downloading photo pretty straight forward software installed hook computer supplied cable usb port flip mode switch turn computer pc open appropriate program ll program open pick images want hit file transfer view images movies tv supplied cable things box aside manual 16mb compact flash card aa batteries highest resolution ll pictures card ll probably want purchase 12x 256mb lexar online 50 4aa batteries 100 pics consider purchasing 30 rayovac 15min rechargeables batteries cf card set 80 ll thank later recommend purchasing digital camera
Auto, i bought this vehicle after reading many positive reviews in consumer reports and other auto magazines and due to the great reputation for Mitsubishi vehicles and also  because it is simply the best rated convertible on the market I believe everyone should own drive a convertible before they die  because it is an unforgettable and uplifting experience  young  old should own this car the things i love about this vehicle are the ease of the automatic convertible top  i have previously owned 2 other convertibles and this top is too easy to maneuver  it is a very sexy looking convertible and you will get many looks   driving this car in the summer  It is also very maneuverable convertible and hugs the road well  If you choose the mitsubishi sound system  you wont regret it   because it is top notch  the things i hate about this vehicle are the poor gas milage and the way the rain gets you wet inside the vehicle due to poor window placement size  be prepared to take another car  if it looks like rain you will get wet if your window is open   even a crack  and i mean wet your pants are hit the hardest also  i dislike the poor visability in this vehicle due to small angled windows in front and rear very poor rear visability  but these are downfalls of most convertibles today  this car is very easy to drive due to the front wheel drive suspension   i was almost killed in a rear wheel drive convertible  and its maneuverablility is superb  This car is great for old and young alike  but not recommended for transporting children for safety reasons and small rear area  I strongly recommend this vehicle as a great and reliable convertible for the price br br  ,0,bought vehicle reading positive reviews consumer reports auto magazines great reputation mitsubishi vehicles simply best rated convertible market believe drive convertible die unforgettable uplifting experience young old car things love vehicle ease automatic convertible previously owned convertibles easy maneuver sexy looking convertible looks driving car summer maneuverable convertible hugs road choose mitsubishi sound wont regret notch things hate vehicle poor gas milage way rain gets wet inside vehicle poor window placement size prepared car looks like rain wet window open crack mean wet pants hit hardest dislike poor visability vehicle small angled windows rear poor rear visability downfalls convertibles today car easy drive wheel drive suspension killed rear wheel drive convertible maneuverablility superb car great old young alike recommended transporting children safety reasons small rear area strongly recommend vehicle great reliable convertible price br br
Camera, I recently purchased a Canon D60 camera with 2 USM lenses The 28 80 EF USM and the 70 300EF USM The only edition that I will probably add is the 17 35 Tamron due to the price  over the Canon lense The camera has a learning curve so if you think you can just run and use it to it full extent don t kid yourself Download the user manual and read it first  I ordered mine in May and it arrived in Sept I also as of yesterday purchased a Canon EOS ELAN 7E as my film camera  Uses all the same stuff except the battery I shot quite a few pictures in the last couple of weks and they are great  But you must add a better flash for those darker pictures The 420ex works fine  Note I was talked into a sunpack unit the 4000 which had more power and was cheaper by the salesman who I have relied on for more than 30 yrs  But the unit didn t work it was TTL and the Canon EOS D60 uses ETTL only so it didn t work on that camera but it did work on the rebel series just fine  It would track the zoom but the unit would not fire in any mode including manual So take that into account you must use their flash as of this writing  The pc outlet worked fine with my standard candlestick Sunpack but even with the hot shoe adapter the flash wouldn t work I looked at and was going to the store to buy the FUJI S2 PRo when I was told mine had just arrived  The thing I do not like about the Fuji is the 2 battery style CR123a and 4 AA batteries  Also reports were jaggies when items are 45 degrees The camera of course is big just like a real 35 mm SLR The Elan 7E is noticably lighter but the digital for most work is great Picture size in the jpeg format in the very best mode is about 1 5 meg average so be ready for using at least 128 meg cards And get the kit one with the battery charger etc All in all the camera is great and I feel it is better than the Fuji and the D100 as I use a N 80 Nikon at work and I am not really pleased with the number of times it misses the proper focus Good luck hope this review helps  ,1,recently purchased canon d60 camera usm lenses 28 80 ef usm 70 300ef usm edition probably add 17 35 tamron price canon lense camera learning curve think just run use extent don kid download user manual read ordered arrived sept yesterday purchased canon eos elan 7e film camera uses stuff battery shot quite pictures couple weks great add better flash darker pictures 420ex works fine note talked sunpack unit 4000 power cheaper salesman relied 30 yrs unit didn work ttl canon eos d60 uses ettl didn work camera did work rebel series just fine track zoom unit mode including manual account use flash writing pc outlet worked fine standard candlestick sunpack hot shoe adapter flash wouldn work looked going store buy fuji s2 pro told just arrived thing like fuji battery style cr123a aa batteries reports jaggies items 45 degrees camera course big just like real 35 mm slr elan 7e noticably lighter digital work great picture size jpeg format best mode meg average ready using 128 meg cards kit battery charger camera great feel better fuji d100 use 80 nikon work really pleased number times misses proper focus good luck hope review helps
